2025-10-01 14:56:11.2831|0|DEBUG|LibraryManagementSystem.API.Program|init main 
2025-10-01 14:56:11.7945|0|INFO|LibraryManagementSystem.API.Program|✅ Test log: Application started 
2025-10-01 14:56:13.5357|12|DEBUG|Microsoft.AspNetCore.Mvc.ModelBinding.ModelBinderFactory|Registered model binder providers, in the following order: Microsoft.AspNetCore.Mvc.ModelBinding.Binders.BinderTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ServicesModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.BodyModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.HeaderModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FloatingPointTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.EnumTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.DateTimeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.SimpleTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.TryParseModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.CancellationTokenModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ByteArrayModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FormFileModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FormCollectionModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.KeyValuePairModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.DictionaryModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ArrayModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.CollectionModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ComplexObjectModelBinderProvider 
2025-10-01 14:56:13.6593|1|DEBUG|Microsoft.Extensions.Hosting.Internal.Host|Hosting starting 
2025-10-01 14:56:13.7156|63|INFO|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|User profile is available. Using 'C:\Users\Remah\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest. 
2025-10-01 14:56:13.7347|37|DEBUG|Microsoft.AspNetCore.DataProtection.Repositories.FileSystemXmlRepository|Reading data from file 'C:\Users\Remah\AppData\Local\ASP.NET\DataProtection-Keys\key-0eadaaaa-7e78-4b9a-b5c6-d6842d7acf5d.xml'. 
2025-10-01 14:56:13.7818|37|DEBUG|Microsoft.AspNetCore.DataProtection.Repositories.FileSystemXmlRepository|Reading data from file 'C:\Users\Remah\AppData\Local\ASP.NET\DataProtection-Keys\key-90e9434f-347d-4778-9235-65398a291d04.xml'. 
2025-10-01 14:56:13.8237|18|DEBUG|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|Found key {0eadaaaa-7e78-4b9a-b5c6-d6842d7acf5d}. 
2025-10-01 14:56:13.8237|18|DEBUG|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|Found key {90e9434f-347d-4778-9235-65398a291d04}. 
2025-10-01 14:56:13.8528|13|DEBUG|Microsoft.AspNetCore.DataProtection.KeyManagement.DefaultKeyResolver|Considering key {0eadaaaa-7e78-4b9a-b5c6-d6842d7acf5d} with expiration date 2025-10-28 11:37:33Z as default key. 
2025-10-01 14:56:13.8579|0|DEBUG|Microsoft.AspNetCore.DataProtection.TypeForwardingActivator|Forwarded activator type request from Microsoft.AspNetCore.DataProtection.XmlEncryption.DpapiXmlDecryptor, Microsoft.AspNetCore.DataProtection, Version=9.0.0.0, Culture=neutral, PublicKeyToken=adb9793829ddae60 to Microsoft.AspNetCore.DataProtection.XmlEncryption.DpapiXmlDecryptor, Microsoft.AspNetCore.DataProtection, Culture=neutral, PublicKeyToken=adb9793829ddae60 
2025-10-01 14:56:13.8579|51|DEBUG|Microsoft.AspNetCore.DataProtection.XmlEncryption.DpapiXmlDecryptor|Decrypting secret element using Windows DPAPI. 
2025-10-01 14:56:13.8579|0|DEBUG|Microsoft.AspNetCore.DataProtection.TypeForwardingActivator|Forwarded activator type request from Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.ConfigurationModel.AuthenticatedEncryptorDescriptorDeserializer, Microsoft.AspNetCore.DataProtection, Version=9.0.0.0, Culture=neutral, PublicKeyToken=adb9793829ddae60 to Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.ConfigurationModel.AuthenticatedEncryptorDescriptorDeserializer, Microsoft.AspNetCore.DataProtection, Culture=neutral, PublicKeyToken=adb9793829ddae60 
2025-10-01 14:56:13.8694|4|DEBUG|Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.CngCbcAuthenticatedEncryptorFactory|Opening CNG algorithm 'AES' from provider '(null)' with chaining mode CBC. 
2025-10-01 14:56:13.8694|3|DEBUG|Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.CngCbcAuthenticatedEncryptorFactory|Opening CNG algorithm 'SHA256' from provider '(null)' with HMAC. 
2025-10-01 14:56:13.8694|2|DEBUG|Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingProvider|Using key {0eadaaaa-7e78-4b9a-b5c6-d6842d7acf5d} as the default key. 
2025-10-01 14:56:13.8694|65|DEBUG|Microsoft.AspNetCore.DataProtection.Internal.DataProtectionHostedService|Key ring with default key {0eadaaaa-7e78-4b9a-b5c6-d6842d7acf5d} was loaded during application startup. 
2025-10-01 14:56:13.8694|0|DEBUG|Microsoft.AspNetCore.Watch.BrowserRefresh.BlazorWasmHotReloadMiddleware|Middleware loaded 
2025-10-01 14:56:13.8859|0|DEBUG|Microsoft.AspNetCore.Watch.BrowserRefresh.BrowserScriptMiddleware|Middleware loaded. Script /_framework/aspnetcore-browser-refresh.js (16539 B). 
2025-10-01 14:56:13.8859|0|DEBUG|Microsoft.AspNetCore.Watch.BrowserRefresh.BrowserScriptMiddleware|Middleware loaded. Script /_framework/blazor-hotreload.js (799 B). 
2025-10-01 14:56:14.0006|7|DEBUG|Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware|Middleware configuration started with options: {AllowedHosts = *, AllowEmptyHosts = True, IncludeFailureMessage = True} 
2025-10-01 14:56:14.0006|0|DEBUG|Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware|Wildcard detected, all requests with hosts will be allowed. 
2025-10-01 14:56:14.0257|0|DEBUG|Microsoft.AspNetCore.Watch.BrowserRefresh.BrowserRefreshMiddleware|Middleware loaded: DOTNET_MODIFIABLE_ASSEMBLIES=debug, __ASPNETCORE_BROWSER_TOOLS=true 
2025-10-01 14:56:14.2696|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: https://localhost:7143 
2025-10-01 14:56:14.2803|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5223 
2025-10-01 14:56:14.2803|13|DEBUG|Microsoft.AspNetCore.Hosting.Diagnostics|Loaded hosting startup assembly LibraryManagementSystem.API 
2025-10-01 14:56:14.2803|13|DEBUG|Microsoft.AspNetCore.Hosting.Diagnostics|Loaded hosting startup assembly Microsoft.WebTools.ApiEndpointDiscovery 
2025-10-01 14:56:14.2803|13|DEBUG|Microsoft.AspNetCore.Hosting.Diagnostics|Loaded hosting startup assembly Microsoft.AspNetCore.Watch.BrowserRefresh 
2025-10-01 14:56:14.2803|13|DEBUG|Microsoft.AspNetCore.Hosting.Diagnostics|Loaded hosting startup assembly Microsoft.WebTools.BrowserLink.Net 
2025-10-01 14:56:14.2932|2|DEBUG|Microsoft.AspNetCore.Mvc.ApiExplorer.ApiDescriptionGroupCollectionProvider|Executing API description provider 'EndpointMetadataApiDescriptionProvider' from assembly Microsoft.AspNetCore.Mvc.ApiExplorer v9.0.0.0. 
2025-10-01 14:56:14.2932|2|DEBUG|Microsoft.AspNetCore.Mvc.ApiExplorer.ApiDescriptionGroupCollectionProvider|Executing API description provider 'DefaultApiDescriptionProvider' from assembly Microsoft.AspNetCore.Mvc.ApiExplorer v9.0.0.0. 
2025-10-01 14:56:14.3673|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. 
2025-10-01 14:56:14.3673|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development 
2025-10-01 14:56:14.3673|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\Remah\Desktop\LibraryManagementSys-main\LibraryManagementSystem 
2025-10-01 14:56:14.3673|2|DEBUG|Microsoft.Extensions.Hosting.Internal.Host|Hosting started 
2025-10-01 14:57:15.9721|39|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Connections|Connection id "0HNG0S6L6E3NM" accepted. 
2025-10-01 14:57:15.9813|1|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Connections|Connection id "0HNG0S6L6E3NM" started. 
2025-10-01 14:57:16.0793|3|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Https.Internal.HttpsConnectionMiddleware|Connection 0HNG0S6L6E3NM established using the following protocol: Tls13 
2025-10-01 14:57:16.1148|49|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNG0S6L6E3NM" sending SETTINGS frame for stream ID 0 with length 24 and flags NONE. 
2025-10-01 14:57:16.1148|49|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNG0S6L6E3NM" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2025-10-01 14:57:16.1199|37|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNG0S6L6E3NM" received SETTINGS frame for stream ID 0 with length 24 and flags NONE. 
2025-10-01 14:57:16.1199|49|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNG0S6L6E3NM" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2025-10-01 14:57:16.1199|37|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNG0S6L6E3NM" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2025-10-01 14:57:16.1199|37|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNG0S6L6E3NM" received HEADERS frame for stream ID 1 with length 538 and flags END_STREAM, END_HEADERS, PRIORITY. 
2025-10-01 14:57:16.1438|37|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNG0S6L6E3NM" received SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2025-10-01 14:57:16.1657|1|INFO|Microsoft.AspNetCore.Hosting.Diagnostics|Request starting HTTP/2 GET https://localhost:7143/scalar/ - - - 
2025-10-01 14:57:16.3628|2|TRACE|Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware|All hosts are allowed. 
2025-10-01 14:57:16.4423|1001|DEBUG|Microsoft.AspNetCore.Routing.Matching.DfaMatcher|1 candidate(s) found for the request path '/scalar/' 
2025-10-01 14:57:16.4423|1005|DEBUG|Microsoft.AspNetCore.Routing.Matching.DfaMatcher|Endpoint 'HTTP: GET /scalar/{documentName?}' with route pattern '/scalar/{documentName?}' is valid for the request path '/scalar/' 
2025-10-01 14:57:16.4423|1|DEBUG|Microsoft.AspNetCore.Routing.EndpointRoutingMiddleware|Request matched endpoint 'HTTP: GET /scalar/{documentName?}' 
2025-10-01 14:57:16.4423|8|TRACE|Microsoft.AspNetCore.Routing.EndpointRoutingMiddleware|The endpoint does not specify the IRequestSizeLimitMetadata. 
2025-10-01 14:57:16.5888|9|DEBUG|Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerHandler|AuthenticationScheme: Bearer was not authenticated. 
2025-10-01 14:57:16.5888|0|INFO|Microsoft.AspNetCore.Routing.EndpointMiddleware|Executing endpoint 'HTTP: GET /scalar/{documentName?}' 
2025-10-01 14:57:16.6737|2|INFO|Microsoft.AspNetCore.Http.Result.ContentResult|Write content with HTTP Response ContentType of text/html 
2025-10-01 14:57:16.6737|1|DEBUG|Microsoft.WebTools.BrowserLink.Net.BrowserLinkMiddleware|Response markup is scheduled to include Browser Link script injection. 
2025-10-01 14:57:16.6737|1|DEBUG|Microsoft.AspNetCore.Watch.BrowserRefresh.BrowserRefreshMiddleware|Response markup is scheduled to include browser refresh script injection. 
2025-10-01 14:57:16.6737|49|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNG0S6L6E3NM" sending HEADERS frame for stream ID 1 with length 52 and flags END_HEADERS. 
2025-10-01 14:57:16.6841|49|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNG0S6L6E3NM" sending DATA frame for stream ID 1 with length 882 and flags NONE. 
2025-10-01 14:57:16.6841|49|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNG0S6L6E3NM" sending DATA frame for stream ID 1 with length 357 and flags NONE. 
2025-10-01 14:57:16.6841|49|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNG0S6L6E3NM" sending DATA frame for stream ID 1 with length 80 and flags NONE. 
2025-10-01 14:57:16.6841|1|INFO|Microsoft.AspNetCore.Routing.EndpointMiddleware|Executed endpoint 'HTTP: GET /scalar/{documentName?}' 
2025-10-01 14:57:16.6841|2|DEBUG|Microsoft.WebTools.BrowserLink.Net.BrowserLinkMiddleware|Response markup was updated to include Browser Link script injection. 
2025-10-01 14:57:16.6841|2|DEBUG|Microsoft.AspNetCore.Watch.BrowserRefresh.BrowserRefreshMiddleware|Response markup was updated to include browser refresh script injection. 
2025-10-01 14:57:16.6841|37|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNG0S6L6E3NM" received HEADERS frame for stream ID 3 with length 109 and flags END_STREAM, END_HEADERS, PRIORITY. 
2025-10-01 14:57:16.6841|37|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNG0S6L6E3NM" received HEADERS frame for stream ID 5 with length 54 and flags END_STREAM, END_HEADERS, PRIORITY. 
2025-10-01 14:57:16.6841|37|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNG0S6L6E3NM" received HEADERS frame for stream ID 7 with length 75 and flags END_STREAM, END_HEADERS, PRIORITY. 
2025-10-01 14:57:16.6841|1|INFO|Microsoft.AspNetCore.Hosting.Diagnostics|Request starting HTTP/2 GET https://localhost:7143/_framework/aspnetcore-browser-refresh.js - - - 
2025-10-01 14:57:16.6841|1|INFO|Microsoft.AspNetCore.Hosting.Diagnostics|Request starting HTTP/2 GET https://localhost:7143/scalar/scalar.js - - - 
2025-10-01 14:57:16.6841|2|TRACE|Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware|All hosts are allowed. 
2025-10-01 14:57:16.7240|1|INFO|Microsoft.AspNetCore.Hosting.Diagnostics|Request starting HTTP/2 GET https://localhost:7143/scalar/scalar.aspnetcore.js - - - 
2025-10-01 14:57:16.7240|1001|DEBUG|Microsoft.AspNetCore.Routing.Matching.DfaMatcher|2 candidate(s) found for the request path '/scalar/scalar.js' 
2025-10-01 14:57:16.7240|2|TRACE|Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware|All hosts are allowed. 
2025-10-01 14:57:16.7240|1005|DEBUG|Microsoft.AspNetCore.Routing.Matching.DfaMatcher|Endpoint 'HTTP: GET /scalar/scalar.js' with route pattern '/scalar/scalar.js' is valid for the request path '/scalar/scalar.js' 
2025-10-01 14:57:16.7240|1001|DEBUG|Microsoft.AspNetCore.Routing.Matching.DfaMatcher|2 candidate(s) found for the request path '/scalar/scalar.aspnetcore.js' 
2025-10-01 14:57:16.7240|1005|DEBUG|Microsoft.AspNetCore.Routing.Matching.DfaMatcher|Endpoint 'HTTP: GET /scalar/{documentName?}' with route pattern '/scalar/{documentName?}' is valid for the request path '/scalar/scalar.js' 
2025-10-01 14:57:16.7240|1005|DEBUG|Microsoft.AspNetCore.Routing.Matching.DfaMatcher|Endpoint 'HTTP: GET /scalar/scalar.aspnetcore.js' with route pattern '/scalar/scalar.aspnetcore.js' is valid for the request path '/scalar/scalar.aspnetcore.js' 
2025-10-01 14:57:16.7240|1005|DEBUG|Microsoft.AspNetCore.Routing.Matching.DfaMatcher|Endpoint 'HTTP: GET /scalar/{documentName?}' with route pattern '/scalar/{documentName?}' is valid for the request path '/scalar/scalar.aspnetcore.js' 
2025-10-01 14:57:16.7240|1|DEBUG|Microsoft.AspNetCore.Routing.EndpointRoutingMiddleware|Request matched endpoint 'HTTP: GET /scalar/scalar.aspnetcore.js' 
2025-10-01 14:57:16.7240|1|DEBUG|Microsoft.AspNetCore.Routing.EndpointRoutingMiddleware|Request matched endpoint 'HTTP: GET /scalar/scalar.js' 
2025-10-01 14:57:16.7240|8|TRACE|Microsoft.AspNetCore.Routing.EndpointRoutingMiddleware|The endpoint does not specify the IRequestSizeLimitMetadata. 
2025-10-01 14:57:16.7240|8|TRACE|Microsoft.AspNetCore.Routing.EndpointRoutingMiddleware|The endpoint does not specify the IRequestSizeLimitMetadata. 
2025-10-01 14:57:16.7661|9|DEBUG|Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerHandler|AuthenticationScheme: Bearer was not authenticated. 
2025-10-01 14:57:16.7661|9|DEBUG|Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerHandler|AuthenticationScheme: Bearer was not authenticated. 
2025-10-01 14:57:16.7661|0|INFO|Microsoft.AspNetCore.Routing.EndpointMiddleware|Executing endpoint 'HTTP: GET /scalar/scalar.js' 
